fixture,sample,compile_ns,query_ns,rows,domain_pairs,unifications,semantic_sha256
STACK_TOTAL symmetric-edges-100-partitions-10 0 384
STACK_INCLUSIVE symmetric-edges-100-partitions-10 0 org.kanger.enums.Tools.isPeriod 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 0 org.kanger.enums.Tools.parseDate 3
STACK_INCLUSIVE symmetric-edges-100-partitions-10 0 org.kanger.factory.DictionaryFactory.add 4
STACK_INCLUSIVE symmetric-edges-100-partitions-10 0 org.kanger.factory.DictionaryFactory.find 2
STACK_INCLUSIVE symmetric-edges-100-partitions-10 0 org.kanger.factory.DictionaryFactory.pack 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 0 org.kanger.factory.FValueFactory.mark 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 0 org.kanger.factory.FValueFactory.release 2
STACK_INCLUSIVE symmetric-edges-100-partitions-10 0 org.kanger.factory.RuleCandidateIndex$IdIndex.get 10
STACK_INCLUSIVE symmetric-edges-100-partitions-10 0 org.kanger.factory.RuleCandidateIndex.collectResolvedLocal 20
STACK_INCLUSIVE symmetric-edges-100-partitions-10 0 org.kanger.factory.RuleCandidateIndex.computeBatchSummary 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 0 org.kanger.factory.RuleCandidateIndex.markCachedBatchUsed 2
STACK_INCLUSIVE symmetric-edges-100-partitions-10 0 org.kanger.factory.RuleFactory.add 6
STACK_INCLUSIVE symmetric-edges-100-partitions-10 0 org.kanger.factory.RuleFactory.collectResolvedCandidateIds 20
STACK_INCLUSIVE symmetric-edges-100-partitions-10 0 org.kanger.factory.RuleFactory.effectiveView 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 0 org.kanger.factory.RuleFactory.find 10
STACK_INCLUSIVE symmetric-edges-100-partitions-10 0 org.kanger.factory.RuleFactory.findByDomain 2
STACK_INCLUSIVE symmetric-edges-100-partitions-10 0 org.kanger.factory.RuleFactory.findByResolvedDomain 22
STACK_INCLUSIVE symmetric-edges-100-partitions-10 0 org.kanger.factory.RuleFactory.get 8
STACK_INCLUSIVE symmetric-edges-100-partitions-10 0 org.kanger.factory.RuleFactory.getRaw 7
STACK_INCLUSIVE symmetric-edges-100-partitions-10 0 org.kanger.factory.RuleFactory.isPromoted 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 0 org.kanger.factory.TValueFactory.collectIds 7
STACK_INCLUSIVE symmetric-edges-100-partitions-10 0 org.kanger.factory.TValueFactory.find 8
STACK_INCLUSIVE symmetric-edges-100-partitions-10 0 org.kanger.factory.TValueFactory.forEach 337
STACK_INCLUSIVE symmetric-edges-100-partitions-10 0 org.kanger.factory.TValueFactory.get 22
STACK_INCLUSIVE symmetric-edges-100-partitions-10 0 org.kanger.factory.TValueFactory.isEmpty 14
STACK_INCLUSIVE symmetric-edges-100-partitions-10 0 org.kanger.factory.TValueFactory.release 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 0 org.kanger.primitives.Argument.getValue 76
STACK_INCLUSIVE symmetric-edges-100-partitions-10 0 org.kanger.primitives.Argument.isDeleted 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 0 org.kanger.primitives.Argument.isEmpty 40
STACK_INCLUSIVE symmetric-edges-100-partitions-10 0 org.kanger.primitives.ArgumentsList.applyStamp 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 0 org.kanger.primitives.ArgumentsList.equalsBase 55
STACK_INCLUSIVE symmetric-edges-100-partitions-10 0 org.kanger.primitives.ArgumentsList.equalsStamp 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 0 org.kanger.primitives.ArgumentsList.getCVariables 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 0 org.kanger.primitives.ArgumentsList.getHash 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 0 org.kanger.primitives.ArgumentsList.getStamp 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 0 org.kanger.primitives.ArgumentsList.getTVariables 3
STACK_INCLUSIVE symmetric-edges-100-partitions-10 0 org.kanger.primitives.Solve.getHash 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 0 org.kanger.primitives.Solve.getTerms 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 0 org.kanger.primitives.TVariableSet.<init> 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 0 org.kanger.primitives.TVariableSet.contains 8
STACK_INCLUSIVE symmetric-edges-100-partitions-10 0 org.kanger.primitives.TVariableSet.equals 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 0 org.kanger.primitives.TVariableSet.hashCode 79
STACK_INCLUSIVE symmetric-edges-100-partitions-10 0 org.kanger.storage.Escalera.deleteAll 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 0 org.kanger.storage.Escalera.find 8
STACK_INCLUSIVE symmetric-edges-100-partitions-10 0 org.kanger.storage.Escalera.get 16
STACK_INCLUSIVE symmetric-edges-100-partitions-10 0 org.kanger.storage.Escalera.release 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 0 org.kanger.storage.Step.getData 11
STACK_INCLUSIVE symmetric-edges-100-partitions-10 0 org.kanger.units.CachedDomain.setCauses 15
STACK_INCLUSIVE symmetric-edges-100-partitions-10 0 org.kanger.units.CachedDomain.setMind 3
STACK_INCLUSIVE symmetric-edges-100-partitions-10 0 org.kanger.units.Domain.createStored 6
STACK_INCLUSIVE symmetric-edges-100-partitions-10 0 org.kanger.units.Domain.getOverlaps 15
STACK_INCLUSIVE symmetric-edges-100-partitions-10 0 org.kanger.units.Domain.isExcluded 40
STACK_INCLUSIVE symmetric-edges-100-partitions-10 0 org.kanger.units.Domain.isProduced 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 0 org.kanger.units.Domain.isStored 10
STACK_INCLUSIVE symmetric-edges-100-partitions-10 0 org.kanger.units.Domain.isUsed 24
STACK_INCLUSIVE symmetric-edges-100-partitions-10 0 org.kanger.units.Domain.setCauses 15
STACK_INCLUSIVE symmetric-edges-100-partitions-10 0 org.kanger.units.Domain.setExcluded 16
STACK_INCLUSIVE symmetric-edges-100-partitions-10 0 org.kanger.units.Domain.setMind 3
STACK_INCLUSIVE symmetric-edges-100-partitions-10 0 org.kanger.units.Domain.setProduced 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 0 org.kanger.units.Domain.setUsed 23
STACK_INCLUSIVE symmetric-edges-100-partitions-10 0 org.kanger.units.Rule.equalsTo 3
STACK_INCLUSIVE symmetric-edges-100-partitions-10 0 org.kanger.units.Rule.setMind 7
STACK_INCLUSIVE symmetric-edges-100-partitions-10 0 org.kanger.units.TSolve.<init> 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 0 org.kanger.units.TVariable.find 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 0 org.kanger.units.TVariable.getCurrent 13
STACK_INCLUSIVE symmetric-edges-100-partitions-10 0 org.kanger.units.TVariable.isDeleted 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 0 org.kanger.units.TVariable.isEmpty 2
STACK_INCLUSIVE symmetric-edges-100-partitions-10 0 org.kanger.units.Term.<init> 4
STACK_INCLUSIVE symmetric-edges-100-partitions-10 0 org.kanger.units.Term.construct 4
STACK_LEAF symmetric-edges-100-partitions-10 0 java.lang.String.split 1
STACK_LEAF symmetric-edges-100-partitions-10 0 java.lang.StringLatin1.regionMatchesCI 1
STACK_LEAF symmetric-edges-100-partitions-10 0 java.util.AbstractCollection.addAll 4
STACK_LEAF symmetric-edges-100-partitions-10 0 java.util.AbstractCollection.retainAll 1
STACK_LEAF symmetric-edges-100-partitions-10 0 java.util.Calendar$Builder.build 1
STACK_LEAF symmetric-edges-100-partitions-10 0 java.util.GregorianCalendar.computeTime 1
STACK_LEAF symmetric-edges-100-partitions-10 0 java.util.HashMap$HashIterator.<init> 6
STACK_LEAF symmetric-edges-100-partitions-10 0 java.util.HashMap$HashIterator.nextNode 4
STACK_LEAF symmetric-edges-100-partitions-10 0 java.util.HashMap$TreeNode.find 38
STACK_LEAF symmetric-edges-100-partitions-10 0 java.util.HashMap$TreeNode.getTreeNode 6
STACK_LEAF symmetric-edges-100-partitions-10 0 java.util.HashMap$TreeNode.putTreeVal 17
STACK_LEAF symmetric-edges-100-partitions-10 0 java.util.HashMap.containsKey 2
STACK_LEAF symmetric-edges-100-partitions-10 0 java.util.HashMap.getNode 10
STACK_LEAF symmetric-edges-100-partitions-10 0 java.util.HashMap.hash 25
STACK_LEAF symmetric-edges-100-partitions-10 0 java.util.HashMap.put 19
STACK_LEAF symmetric-edges-100-partitions-10 0 java.util.HashMap.putVal 13
STACK_LEAF symmetric-edges-100-partitions-10 0 java.util.HashMap.resize 1
STACK_LEAF symmetric-edges-100-partitions-10 0 java.util.LinkedHashMap.newNode 1
STACK_LEAF symmetric-edges-100-partitions-10 0 java.util.TreeMap$NavigableSubMap$EntrySetView.size 2
STACK_LEAF symmetric-edges-100-partitions-10 0 java.util.TreeMap.getEntry 9
STACK_LEAF symmetric-edges-100-partitions-10 0 java.util.TreeMap.keyIterator 3
STACK_LEAF symmetric-edges-100-partitions-10 0 java.util.TreeMap.put 1
STACK_LEAF symmetric-edges-100-partitions-10 0 java.util.TreeMap.successor 11
STACK_LEAF symmetric-edges-100-partitions-10 0 java.util.TreeSet.iterator 2
STACK_LEAF symmetric-edges-100-partitions-10 0 java.util.concurrent.CopyOnWriteArraySet.addAll 1
STACK_LEAF symmetric-edges-100-partitions-10 0 org.kanger.Analyzer.checkRight 1
STACK_LEAF symmetric-edges-100-partitions-10 0 org.kanger.Linker.calcFunctions 2
STACK_LEAF symmetric-edges-100-partitions-10 0 org.kanger.Linker.checkSystem 2
STACK_LEAF symmetric-edges-100-partitions-10 0 org.kanger.Linker.isValidFor 1
STACK_LEAF symmetric-edges-100-partitions-10 0 org.kanger.Linker.linkDatabase 4
STACK_LEAF symmetric-edges-100-partitions-10 0 org.kanger.Linker.linkDomains 17
STACK_LEAF symmetric-edges-100-partitions-10 0 org.kanger.Linker.markExcluded 2
STACK_LEAF symmetric-edges-100-partitions-10 0 org.kanger.Mind.findTSolve 4
STACK_LEAF symmetric-edges-100-partitions-10 0 org.kanger.Mind.getTerms 1
STACK_LEAF symmetric-edges-100-partitions-10 0 org.kanger.Mind.isUnitDeleted 1
STACK_LEAF symmetric-edges-100-partitions-10 0 org.kanger.SemanticEffectTelemetry.recordTSolve 1
STACK_LEAF symmetric-edges-100-partitions-10 0 org.kanger.enums.Tools.parseDate 1
STACK_LEAF symmetric-edges-100-partitions-10 0 org.kanger.factory.FValueFactory.release 1
STACK_LEAF symmetric-edges-100-partitions-10 0 org.kanger.factory.RuleFactory.isPromoted 1
STACK_LEAF symmetric-edges-100-partitions-10 0 org.kanger.primitives.Argument.getValue 76
STACK_LEAF symmetric-edges-100-partitions-10 0 org.kanger.primitives.ArgumentsList.getCVariables 1
STACK_LEAF symmetric-edges-100-partitions-10 0 org.kanger.primitives.ArgumentsList.getStamp 1
STACK_LEAF symmetric-edges-100-partitions-10 0 org.kanger.primitives.ArgumentsList.getTVariables 2
STACK_LEAF symmetric-edges-100-partitions-10 0 org.kanger.primitives.TVariableSet.hashCode 66
STACK_LEAF symmetric-edges-100-partitions-10 0 org.kanger.storage.Escalera.deleteAll 1
STACK_LEAF symmetric-edges-100-partitions-10 0 org.kanger.storage.Escalera.get 1
STACK_LEAF symmetric-edges-100-partitions-10 0 org.kanger.storage.Step.getData 4
STACK_LEAF symmetric-edges-100-partitions-10 0 org.kanger.units.Domain.getOverlaps 3
STACK_LEAF symmetric-edges-100-partitions-10 0 org.kanger.units.Domain.isExcluded 3
STACK_LEAF symmetric-edges-100-partitions-10 0 org.kanger.units.Domain.isUsed 2
STACK_LEAF symmetric-edges-100-partitions-10 0 org.kanger.units.Rule.setMind 4
STACK_LEAF symmetric-edges-100-partitions-10 0 org.kanger.units.TSolve.<init> 1
symmetric-edges-100-partitions-10,0,300512945,4043128387,201,354220,318210,95ab83d6b37f1cd06a869b0af45b4322cd6297bac6768bf42675ebc7da1384a0
STACK_TOTAL symmetric-edges-100-partitions-10 1 354
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.Analyzer.analyze 2
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.Analyzer.candidatesFor 2
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.Analyzer.checkDatabase 2
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.Analyzer.checkRight 2
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.Linker$3.run 127
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.Linker$4.run 313
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.Linker.access$1 29
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.Linker.access$2 49
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.Linker.access$3 49
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.Linker.access$4 206
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.Linker.access$5 313
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.Linker.buildDomainIndex 2
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.Linker.checkSystem 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.Linker.getSolveCandidates 5
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.Linker.indexSolve 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.Linker.isValidFor 206
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.Linker.link 350
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.Linker.linkDatabase 49
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.Linker.linkDomains 49
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.Linker.markExcluded 13
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.Linker.rotateVariables 342
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.Linker.rotator 350
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.Linker.selectDomainCandidates 29
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.Linker.synchronizeSolveIndex 169
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.Linker.updateDatabase 5
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.Mind.<init> 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.Mind.addTSolve 7
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.Mind.analyze 2
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.Mind.findTSolve 7
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.Mind.init 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.Mind.isUnitDeleted 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.Mind.link 350
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.Mind.query 354
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.Mind.queryCheckFalse 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.Mind.queryCheckTrue 353
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.Mind.release 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.TValueBaselineBenchmarkRunner.bench 354
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.TValueBaselineBenchmarkRunner.main 354
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.TValueBaselineBenchmarkRunner.run 354
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.TechnicalMindTransaction.<init> 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.TechnicalMindTransaction.begin 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.TechnicalMindTransaction.rollback 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.calculator.Calculator.<init> 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.calculator.Functions$1.<init> 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.calculator.Functions.<init> 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.enums.Tools.parseDate 2
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.factory.DictionaryFactory.add 3
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.factory.DictionaryFactory.find 2
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.factory.FValueFactory.release 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.factory.RuleCandidateIndex$IdIndex.get 8
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.factory.RuleCandidateIndex.collectResolvedLocal 20
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.factory.RuleCandidateIndex.markCachedBatchUsed 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.factory.RuleFactory.add 3
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.factory.RuleFactory.collectResolvedCandidateIds 20
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.factory.RuleFactory.effectiveView 3
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.factory.RuleFactory.find 12
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.factory.RuleFactory.findByDomain 2
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.factory.RuleFactory.findByResolvedDomain 27
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.factory.RuleFactory.get 14
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.factory.RuleFactory.getRaw 11
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.factory.RuleFactory.isPromoted 3
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.factory.TValueFactory.collectIds 3
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.factory.TValueFactory.find 4
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.factory.TValueFactory.forEach 313
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.factory.TValueFactory.get 23
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.factory.TValueFactory.isEmpty 14
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.primitives.Argument.getValue 48
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.primitives.Argument.isDeleted 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.primitives.Argument.isEmpty 17
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.primitives.ArgumentsList.equalsBase 34
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.primitives.ArgumentsList.equalsStamp 2
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.primitives.ArgumentsList.getHash 2
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.primitives.ArgumentsList.getStamp 2
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.primitives.ArgumentsList.getTVariables 7
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.primitives.Solve.getHash 2
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.primitives.TVariableSet.contains 6
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.primitives.TVariableSet.equals 2
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.primitives.TVariableSet.hashCode 91
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.storage.Escalera.add 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.storage.Escalera.find 5
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.storage.Escalera.get 20
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.storage.Escalera.indexStep 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.storage.Step.getData 17
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.stores.LogStore.commit 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.units.CachedDomain.getCauses 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.units.CachedDomain.setCauses 11
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.units.CachedDomain.setMind 6
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.units.Domain.createStored 3
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.units.Domain.getOverlaps 9
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.units.Domain.isComplete 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.units.Domain.isExcluded 28
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.units.Domain.isProduced 2
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.units.Domain.isStored 12
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.units.Domain.isUsed 14
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.units.Domain.setCauses 11
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.units.Domain.setExcluded 10
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.units.Domain.setMind 6
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.units.Domain.setProduced 2
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.units.Domain.setUsed 14
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.units.Rule.equalsTo 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.units.Rule.setMind 10
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.units.Rule.setUsed 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.units.TSolve.<init> 2
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.units.TVariable.activeMind 12
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.units.TVariable.getCurrent 14
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.units.TVariable.getValue 11
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.units.TVariable.isDeleted 1
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.units.TVariable.isEmpty 2
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.units.Term.<init> 2
STACK_INCLUSIVE symmetric-edges-100-partitions-10 1 org.kanger.units.Term.construct 2
